battle_id,winner,turns,won,team_us,team_opp,fainted_us,fainted_opp,moves_used
battle-gen9randomdoublesbattle-90543,V1_A_a87e,10,1,falinks|mienshao|probopass|qwilfish|skeledirge|spectrier,ariados|chienpao|chimecho|flamigo|flygon|milotic,1,6,
battle-gen9randomdoublesbattle-90544,V1_A_a87e,15,1,cyclizar|hitmonlee|kyuremblack|mismagius|rhyperior|weezinggalar,cacturne|grafaiai|illumise|pincurchin|scizor|tornadustherian,4,6,
battle-gen9randomdoublesbattle-90545,V1_B_a87e,9,0,illumise|lilliganthisui|moltres|porygonz|slowbro|typhlosion,archaludon|drednaw|lurantis|quaquaval|regice,6,1,
battle-gen9randomdoublesbattle-90546,V1_A_a87e,15,1,alomomola|kricketune|kyuremwhite|overqwil|sinistchamasterpiece|skarmory,corviknight|dragapult|ironmoth|reuniclus|thundurustherian|urshifurapidstrike,4,6,
battle-gen9randomdoublesbattle-90547,V1_A_a87e,21,1,alcremiematchacream|amoonguss|greattusk|meowsticf|porygon2|yanmega,glaceon|hawlucha|ironthorns|latios|spiritomb|trevenant,3,6,
battle-gen9randomdoublesbattle-90548,V1_B_a87e,21,0,garchomp|hypno|ironthorns|latias|leafeon|volcanion,beartic|blissey|dachsbun|glimmora|jirachi|seviper,6,4,
battle-gen9randomdoublesbattle-90549,V1_B_a87e,15,0,breloom|carbink|infernape|pecharunt|rayquaza|rotommow,diancie|haxorus|hoopaunbound|magnezone|seviper|spidops,6,3,
battle-gen9randomdoublesbattle-90550,V1_B_a87e,32,0,arboliva|braviary|floatzel|jolteon|kricketune|samurotthisui,deoxysattack|dialgaorigin|drifblim|florgesorange|greattusk|regirock,6,5,
battle-gen9randomdoublesbattle-90551,V1_B_a87e,21,0,altaria|froslass|infernape|lucario|meganium|typhlosionhisui,calyrexice|gengar|glaceon|gliscor|oricoriopau|tauros,6,4,
battle-gen9randomdoublesbattle-90552,V1_A_a87e,14,1,cramorant|delphox|giratina|probopass|virizion|vivillontundra,exeggutor|hariyama|persian|tornadustherian|torterra|zebstrika,4,6,
battle-gen9randomdoublesbattle-90553,V1_A_a87e,13,1,alcremierubyswirl|arboliva|bastiodon|regidrago|skarmory|vivillonmonsoon,dondozo|electrodehisui|magcargo|qwilfishhisui|sableye|sneasler,2,6,
battle-gen9randomdoublesbattle-90554,V1_B_a87e,23,0,dipplin|kommoo|lucario|regigigas|rhyperior|suicune,baxcalibur|jirachi|perrserker|rayquaza|screamtail|volcanion,6,3,
battle-gen9randomdoublesbattle-90555,V1_A_a87e,24,1,bellossom|coalossal|screamtail|seviper|smeargle|weavile,ambipom|bellibolt|garchomp|honchkrow|porygonz|sinistchamasterpiece,4,6,
battle-gen9randomdoublesbattle-90556,V1_B_a87e,16,0,armarouge|cinccino|dragonite|espeon|irontreads|slaking,golem|latios|meloetta|sandslash|suicune|talonflame,6,5,
battle-gen9randomdoublesbattle-90557,V1_B_a87e,22,0,electabuzz|glaceon|groudon|morpeko|sudowoodo|sylveon,bastiodon|cetitan|delibird|hippowdon|regigigas|zamazenta,6,3,
battle-gen9randomdoublesbattle-90558,V1_A_a87e,24,1,drednaw|greninja|hippowdon|lilliganthisui|meloetta|okidogi,diancie|furret|granbull|sneasler|venomoth|zamazenta,6,6,
battle-gen9randomdoublesbattle-90559,V1_B_a87e,20,0,basculin|dachsbun|magearnaoriginal|morpeko|politoed|rhydon,altaria|ceruledge|dondozo|dragalge|milotic|passimian,6,1,
battle-gen9randomdoublesbattle-90560,V1_A_a87e,18,1,dachsbun|decidueye|hydrapple|politoed|pyroar|tinglu,alcremierainbowswirl|cacturne|enamorustherian|regice|salamence|spectrier,3,6,
battle-gen9randomdoublesbattle-90561,V1_A_a87e,12,1,bruxish|chienpao|drifblim|magearna|polteageist|raikou,ambipom|dodrio|dragonite|klawf|ogerponwellspring|zekrom,1,6,
battle-gen9randomdoublesbattle-90562,V1_A_a87e,10,1,articuno|calyrexshadow|cobalion|latios|passimian|torterra,arcanine|hatterene|terrakion|vespiquen|walkingwake|weavile,4,6,
