battle_id,winner,turns,won,team_us,team_opp,fainted_us,fainted_opp,moves_used
battle-gen9randombattle-70768,Expert_B_ac6f,19,0,hippowdon|illumise|manaphy|raikou|regieleki|spidops,clefable|heracross|hydreigon|keldeoresolute|regice|rotom,6,3,bugbuzz|circlethrow|earthquake|explosion|hydropump|icebeam|thunderbolt|uturn
battle-gen9randombattle-70769,Expert_A_ac6f,19,1,decidueye|golduck|hippowdon|hitmontop|slitherwing|whiscash,appletun|breloom|goodrahisui|hoopa|luxray|toxicroak,4,6,closecombat|earthquake|firstimpression|rapidspin|spiritshackle|stoneedge|tripleaxel
battle-gen9randombattle-70770,Expert_B_ac6f,24,0,bisharp|corviknight|electivire|lumineon|mamoswine|veluza,chimecho|feraligatr|ludicolo|orthworm|raichualola|rotomfan,6,4,aquajet|bodypress|hydropump|icepunch|iceshard|psychocut|suckerpunch
battle-gen9randombattle-70771,Expert_B_ac6f,23,0,goodrahisui|krookodile|munkidori|ninetalesalola|slowking|vespiquen,illumise|pecharunt|raikou|sunflora|ursalunabloodmoon,6,4,airslash|blizzard|dracometeor|futuresight|knockoff|psyshock|scald|stoneedge|thunderbolt|uturn
battle-gen9randombattle-70772,Expert_A_ac6f,22,1,glimmora|pikachusinnoh|politoed|ragingbolt|tatsugiri|virizion,comfey|golduck|mesprit|miraidon|oinkologne|rhydon,5,6,earthpower|fakeout|hydropump|leafblade|sludgewave|surf|thunderclap
battle-gen9randombattle-70773,Expert_B_ac6f,23,0,dialga|espeon|roaringmoon|swampert|tentacruel|terapagosterastal,cloyster|incineroar|inteleon|moltres|slowbrogalar|torterra,6,4,alluringvoice|darkpulse|earthquake|fireblast|icebeam|knockoff|psyshock|rapidspin|sludgebomb|terastarstorm
battle-gen9randombattle-70774,Expert_A_ac6f,21,1,fezandipiti|hydreigon|kyogre|latios|passimian|swampert,baxcalibur|florgeswhite|glastrier|metagross|mew|vespiquen,4,6,aurasphere|darkpulse|earthquake|gunkshot|moonblast|originpulse|rockslide
battle-gen9randombattle-70775,Expert_A_ac6f,16,1,ampharos|eelektross|meowscarada|terrakion|victreebel|vivillonmarine,altaria|baxcalibur|necrozma|regieleki|sandyshocks|whimsicott,4,6,closecombat|flowertrick|focusblast|hurricane|powerwhip|terablast|tripleaxel|uturn|weatherball
battle-gen9randombattle-70776,Expert_A_ac6f,23,1,arbok|braviary|dipplin|terrakion|trevenant|weavile,frosmoth|gliscor|mismagius|salazzle|tornadustherian|zebstrika,5,6,closecombat|dragonpulse|earthquake|gunkshot|knockoff|poltergeist|stoneedge
battle-gen9randombattle-70777,Expert_A_ac6f,23,1,camerupt|chienpao|dachsbun|excadrill|lunala|oricoriopau,appletun|arceusbug|beartic|crawdaunt|mabosstiff|ninetalesalola,4,6,focusblast|iciclecrash|ironhead|playrough|revelationdance|sacredsword
battle-gen9randombattle-70778,Expert_B_ac6f,21,0,entei|gurdurr|jirachi|lokix|meloetta|umbreon,cacturne|kricketune|orthworm|vaporeon,6,4,closecombat|extremespeed|foulplay|machpunch|psychic|suckerpunch
battle-gen9randombattle-70779,Expert_A_ac6f,21,1,arbok|froslass|grafaiai|hawlucha|smeargle|veluza,bombirdier|cobalion|gallade|groudon|rotomfrost|wigglytuff,4,6,closecombat|earthquake|gunkshot|knockoff|poltergeist|populationbomb|psychocut|trailblaze
battle-gen9randombattle-70780,Expert_B_ac6f,27,0,cresselia|grumpig|sandslash|scrafty|shiftry|staraptor,araquanid|comfey|exeggutoralola|florges|golurk|illumise,6,5,bravebird|earthquake|knockoff|leafblade|poisonjab|psyshock|rapidspin
battle-gen9randombattle-70781,Expert_B_ac6f,14,0,basculinbluestriped|dialgaorigin|meganium|porygonz|taurospaldeablaze|zapdos,abomasnow|flamigo|flareon|scyther,6,3,discharge|dracometeor|knockoff|petalblizzard|shadowball|wavecrash|wildcharge
battle-gen9randombattle-70782,Expert_B_ac6f,20,0,dragapult|falinks|glastrier|munkidori|serperior|tsareena,dunsparce|dusknoir|incineroar|scizor|vikavolt,6,4,closecombat|focusblast|iciclecrash|ironhead|knockoff|leafstorm|uturn
battle-gen9randombattle-70783,Expert_B_ac6f,19,0,jolteon|klawf|palafin|roaringmoon|terrakion|toedscruel,articunogalar|raichualola|wochien,6,1,closecombat|earthpower|ironhead|stoneedge|terablast|thunderbolt
