battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp
battle-gen9randomdoublesbattle-62446,v2,simple_heuristic,Opp4d7676aep8000,0,9,dialgaorigin|hooh|lurantis|ogerponhearthflame|spidops|toxapex,abomasnow|ironcrown|lugia|phione|skarmory,6,0,0.0,3,2,1.26
battle-gen9randomdoublesbattle-62447,v2,simple_heuristic,v2A4d7676aep8000,1,6,chimecho|drednaw|palkiaorigin|sableye|salamence|snorlax,camerupt|clefable|cramorant|greattusk|lycanrocmidnight|zapdosgalar,4,2,2.0,6,0,0.0
battle-gen9randomdoublesbattle-62448,v2,simple_heuristic,v2A4d7676aep8000,1,9,articuno|mismagius|qwilfish|rotomheat|tatsugiri|whimsicott,carbink|dragapult|inteleon|pyroar|sandaconda|terapagos,4,2,1.124,6,0,0.0
battle-gen9randomdoublesbattle-62449,v2,simple_heuristic,v2A4d7676aep8000,1,9,basculin|grafaiai|latias|salamence|sawsbucksummer|typhlosion,annihilape|bombirdier|indeedeef|ironthorns|meloetta|morpeko,5,1,0.901,6,0,0.0
battle-gen9randomdoublesbattle-62450,v2,simple_heuristic,v2A4d7676aep8000,1,8,amoonguss|illumise|landorus|toxapex|ursalunabloodmoon|uxie,espeon|garchomp|grafaiai|necrozmaduskmane|passimian|regidrago,5,1,0.594,6,0,0.0
battle-gen9randomdoublesbattle-62451,v2,simple_heuristic,v2A4d7676aep8000,1,11,ditto|fezandipiti|illumise|rotomfrost|terrakion|vileplume,kyuremwhite|miniorindigo|muk|pelipper|regidrago|samurott,4,2,0.583,6,0,0.0
battle-gen9randomdoublesbattle-62452,v2,simple_heuristic,v2A4d7676aep8000,1,10,eiscue|furret|lugia|malamar|sinistchamasterpiece|skarmory,bombirdier|conkeldurr|mienshao|oricoriopompom|reshiram|venusaur,5,1,0.552,6,0,0.0
battle-gen9randomdoublesbattle-62453,v2,simple_heuristic,Opp4d7676aep8000,0,8,chesnaught|golurk|morpeko|pelipper|qwilfish|typhlosion,incineroar|raikou|regieleki|ribombee|taurospaldeacombat|yanmega,6,0,0.0,4,2,1.31
battle-gen9randomdoublesbattle-62454,v2,simple_heuristic,Opp4d7676aep8000,0,6,cloyster|hawlucha|kingdra|noivern|porygon2|regirock,hitmontop|rhydon|tyranitar|virizion|zacian,6,0,0.0,3,2,0.66
battle-gen9randomdoublesbattle-62455,v2,simple_heuristic,Opp4d7676aep8000,0,11,deoxysattack|dragapult|gastrodoneast|hooh|lilligant|toxapex,bellossom|dedenne|greninja|lunala|overqwil|pyroar,6,0,0.0,5,1,0.31
battle-gen9randomdoublesbattle-62456,v2,simple_heuristic,v2A4d7676aep8000,1,10,arbok|avalugg|fluttermane|lugia|mandibuzz|orthworm,drifblim|lanturn|lokix|palossand|sneasler|weavile,4,2,2.0,6,0,0.0
battle-gen9randomdoublesbattle-62457,v2,simple_heuristic,v2A4d7676aep8000,1,8,gengar|hitmontop|rabsca|skeledirge|venusaur|vikavolt,mabosstiff|malamar|maushold|miraidon|noctowl|zapdos,5,1,0.359,6,0,0.0
battle-gen9randomdoublesbattle-62458,v2,simple_heuristic,v2A4d7676aep8000,1,7,basculin|dugtrio|eelektross|mightyena|oricoriopau|wigglytuff,dragonite|granbull|hitmonlee|spectrier|toxtricity|trevenant,5,1,0.14,6,0,0.0
battle-gen9randomdoublesbattle-62459,v2,simple_heuristic,v2A4d7676aep8000,1,8,cacturne|dialga|frosmoth|manaphy|orthworm|swalot,dusknoir|glalie|ironvaliant|scovillain|tinglu|toucannon,4,2,2.0,6,0,0.0
battle-gen9randomdoublesbattle-62460,v2,simple_heuristic,Opp4d7676aep8000,0,7,floatzel|smeargle|talonflame|torterra|toxtricitylowkey|urshifu,cryogonal|dialga|honchkrow|meowsticf|vikavolt|zekrom,6,0,0.0,4,2,1.28
battle-gen9randomdoublesbattle-62461,v2,simple_heuristic,Opp4d7676aep8000,0,10,basculegionf|breloom|clawitzer|gothitelle|greedent|screamtail,cloyster|masquerain|pachirisu|terrakion|vaporeon,6,0,0.0,3,2,1.73
battle-gen9randomdoublesbattle-62462,v2,simple_heuristic,Opp4d7676aep8000,0,11,cobalion|drifblim|fluttermane|lanturn|regidrago|veluza,granbull|jirachi|medicham|scyther|skeledirge|suicune,6,0,0.0,5,1,0.65
battle-gen9randomdoublesbattle-62463,v2,simple_heuristic,v2A4d7676aep8000,1,7,indeedeef|latios|mudsdale|rotomwash|scyther|sneasler,cacturne|falinks|groudon|porygon2|tyranitar|veluza,3,3,2.561,6,0,0.0
battle-gen9randomdoublesbattle-62464,v2,simple_heuristic,v2A4d7676aep8000,1,6,ceruledge|goodra|mausholdfour|politoed|regidrago|tornadus,gothitelle|heracross|meloetta|okidogi|pelipper|skuntank,3,3,3.0,6,0,0.0
battle-gen9randomdoublesbattle-62465,v2,simple_heuristic,v2A4d7676aep8000,1,8,duraludon|grafaiai|meowscarada|mightyena|polteageist|taurospaldeablaze,dusknoir|fluttermane|hydreigon|passimian|primarina|weavile,4,2,1.239,6,0,0.0
battle-gen9randomdoublesbattle-62466,v2,simple_heuristic,Opp4d7676aep8000,0,5,baxcalibur|florgeswhite|metagross|mienshao|pelipper|pyroar,beartic|forretress|rhydon|swalot,6,0,0.0,3,1,0.06
battle-gen9randomdoublesbattle-62467,v2,simple_heuristic,v2A4d7676aep8000,1,14,bellibolt|cloyster|cresselia|deoxysattack|pelipper|spidops,floatzel|hypno|kingdra|moltres|regigigas|zoroark,5,1,0.887,6,0,0.0
battle-gen9randomdoublesbattle-62468,v2,simple_heuristic,Opp4d7676aep8000,0,6,ariados|emboar|hippowdon|klefki|toedscruel|wigglytuff,arceusfire|banette|cramorant|inteleon|plusle,6,0,0.0,3,2,1.41
battle-gen9randomdoublesbattle-62469,v2,simple_heuristic,v2A4d7676aep8000,1,8,meowsticf|miniororange|regigigas|rillaboom|venusaur|walkingwake,floatzel|houndoom|incineroar|raichu|tornadustherian|virizion,4,2,1.442,6,0,0.0
battle-gen9randomdoublesbattle-62470,v2,simple_heuristic,Opp4d7676aep8000,0,7,ampharos|excadrill|mightyena|necrozma|torkoal|vileplume,altaria|chimecho|fluttermane|lugia|virizion,6,0,0.0,3,2,1.28
battle-gen9randomdoublesbattle-62471,v2,simple_heuristic,v2A4d7676aep8000,1,7,gallade|golem|pincurchin|rillaboom|salazzle|sceptile,hypno|krookodile|mewtwo|oricorio|qwilfishhisui|rhydon,4,2,1.35,6,0,0.0
battle-gen9randomdoublesbattle-62472,v2,simple_heuristic,Opp4d7676aep8000,0,7,ampharos|ceruledge|gliscor|hydreigon|rampardos|smeargle,flapple|komala|sudowoodo|swalot|sylveon|weezinggalar,6,0,0.0,5,1,0.56
