battle_id,winner,turns,won
battle-gen9randomdoublesbattle-32438,VGC_A_7cd9,16,1
battle-gen9randomdoublesbattle-32439,VGC_B_7cd9,16,0
battle-gen9randomdoublesbattle-32440,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32441,VGC_A_7cd9,18,1
battle-gen9randomdoublesbattle-32442,VGC_A_7cd9,15,1
battle-gen9randomdoublesbattle-32443,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32444,VGC_A_7cd9,15,1
battle-gen9randomdoublesbattle-32445,VGC_A_7cd9,28,1
battle-gen9randomdoublesbattle-32446,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32447,VGC_A_7cd9,26,1
battle-gen9randomdoublesbattle-32448,VGC_B_7cd9,16,0
battle-gen9randomdoublesbattle-32449,VGC_A_7cd9,21,1
battle-gen9randomdoublesbattle-32450,VGC_A_7cd9,19,1
battle-gen9randomdoublesbattle-32451,VGC_A_7cd9,17,1
battle-gen9randomdoublesbattle-32452,VGC_B_7cd9,16,0
battle-gen9randomdoublesbattle-32453,VGC_B_7cd9,26,0
battle-gen9randomdoublesbattle-32454,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32455,VGC_B_7cd9,21,0
battle-gen9randomdoublesbattle-32456,VGC_B_7cd9,17,0
battle-gen9randomdoublesbattle-32457,VGC_A_7cd9,19,1
battle-gen9randomdoublesbattle-32458,VGC_B_7cd9,16,0
battle-gen9randomdoublesbattle-32459,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32460,VGC_A_7cd9,13,1
battle-gen9randomdoublesbattle-32461,VGC_A_7cd9,12,1
battle-gen9randomdoublesbattle-32462,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32463,VGC_A_7cd9,13,1
battle-gen9randomdoublesbattle-32464,VGC_B_7cd9,33,0
battle-gen9randomdoublesbattle-32465,VGC_B_7cd9,13,0
battle-gen9randomdoublesbattle-32466,VGC_B_7cd9,23,0
battle-gen9randomdoublesbattle-32467,VGC_A_7cd9,29,1
battle-gen9randomdoublesbattle-32468,VGC_A_7cd9,18,1
battle-gen9randomdoublesbattle-32469,VGC_A_7cd9,25,1
battle-gen9randomdoublesbattle-32470,VGC_B_7cd9,21,0
battle-gen9randomdoublesbattle-32471,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32472,VGC_B_7cd9,23,0
battle-gen9randomdoublesbattle-32473,VGC_B_7cd9,10,0
battle-gen9randomdoublesbattle-32474,VGC_B_7cd9,13,0
battle-gen9randomdoublesbattle-32475,VGC_A_7cd9,13,1
battle-gen9randomdoublesbattle-32476,VGC_B_7cd9,17,0
